family,genus,species,nbr_country,latitude_min,latitude_max,latitude_mean,latitude_median,min_dist_equator,max_dist_equator,latitude_range,host_fam,host_spp,mode,ref
Aphelinidae,Eretmocerus,longiscapus,4,20.5431241,32.9407496,26.78980205,26.83766725,20.5431241,32.9407496,12.3976255,1,4,sex,1
Aphelinidae,Eretmocerus,longiterebrus,2,19.4326009,36.7014631,28.067032,28.067032,19.4326009,36.7014631,17.2688622,1,2,sex,2
Aphelinidae,Eretmocerus,melanoscutus,5,14.8971921,36.7014631,28.35679454,31.8160381,14.8971921,36.7014631,21.804271,1,2,sex,1
Aphelinidae,Eretmocerus,montanus,1,19.4326009,19.4326009,19.4326009,19.4326009,19.4326009,19.4326009,0.001,1,2,sex,1
Aphelinidae,Eretmocerus,nairobii,2,1.4419683,30.8760272,16.15899775,16.15899775,1.4419683,30.8760272,29.4340589,1,2,sex,2
Aphelinidae,Eretmocerus,naranjae,1,19.4326009,19.4326009,19.4326009,19.4326009,19.4326009,19.4326009,0.001,1,1,sex,1
Aphelinidae,Eretmocerus,nativus,1,-21.9182855,-21.9182855,-21.9182855,-21.9182855,21.9182855,21.9182855,0.001,0,0,sex,2
Aphelinidae,Eretmocerus,neobemisiae,2,32.9407496,41.6809707,37.31086015,37.31086015,32.9407496,41.6809707,8.7402211,1,3,sex,2
Aphelinidae,Eretmocerus,neomaskelliae,1,32.9407496,32.9407496,32.9407496,32.9407496,32.9407496,32.9407496,0.001,0,0,sex,1
Aphelinidae,Eretmocerus,nikolskajae,2,32.9407496,39.3763807,36.15856515,36.15856515,32.9407496,39.3763807,6.4356311,1,2,sex,2
Aphelinidae,Eretmocerus,orchamoplati,3,-36.5986095,-21.9182855,-30.13095947,-31.8759834,21.9182855,36.5986095,14.680324,1,2,sex,2
Aphelinidae,Eretmocerus,orientalis,4,23.1357694,32,27.42008933,27.27229395,23.1357694,32,8.8642306,1,3,sex,1
Aphelinidae,Eretmocerus,ostovani,1,32.9407496,32.9407496,32.9407496,32.9407496,32.9407496,32.9407496,0.001,0,0,sex,1
Aphelinidae,Eretmocerus,pallidus,2,18.2017809,19.1399952,18.67088805,18.67088805,18.2017809,19.1399952,0.9382143,1,2,sex,7
Aphelinidae,Eretmocerus,parasiphonini,1,26.2540493,26.2540493,26.2540493,26.2540493,26.2540493,26.2540493,0.001,1,1,sex,4
Aphelinidae,Eretmocerus,paulistus,10,-34.9964962,40.0028028,6.98375475,19.28629805,6.8699696,40.0028028,74.999299,1,4,sex,5
Aphelinidae,Eretmocerus,perseae,1,19.4326009,19.4326009,19.4326009,19.4326009,19.4326009,19.4326009,0.001,1,1,sex,3
Aphelinidae,Eretmocerus,persiangulfus,1,32.9407496,32.9407496,32.9407496,32.9407496,32.9407496,32.9407496,0.001,1,1,sex,1
Aphelinidae,Eretmocerus,picketti,2,34.395342,36.7014631,35.54840255,35.54840255,34.395342,36.7014631,2.3061211,1,1,sex,4
Aphelinidae,Eretmocerus,portoricensis,5,-6.8699696,27.7567667,15.5237164,19.0974031,6.8699696,27.7567667,34.6267363,1,3,sex,5
Aphelinidae,Eretmocerus,queenslandensis,1,-21.9182855,-21.9182855,-21.9182855,-21.9182855,21.9182855,21.9182855,0.001,1,1,sex,2
Aphelinidae,Eretmocerus,rajasthanicus,3,10.9094334,26.8105777,21.4216704,26.5450001,10.9094334,26.8105777,15.9011443,1,1,sex,2
Aphelinidae,Eretmocerus,rosei,1,27.7567667,27.7567667,27.7567667,27.7567667,27.7567667,27.7567667,0.001,1,1,sex,3
Aphelinidae,Eretmocerus,roseni,4,26.2540493,42.6384261,32.07478878,29.70333985,26.2540493,42.6384261,16.3843768,1,5,sex,3
Aphelinidae,Eretmocerus,rui,2,22.2793278,27.7567667,25.01804725,25.01804725,22.2793278,27.7567667,5.4774389,1,2,sex,3
Aphelinidae,Eretmocerus,sculpturatus,1,25.6440845,25.6440845,25.6440845,25.6440845,25.6440845,25.6440845,0.001,0,0,sex,1
Aphelinidae,Eretmocerus,serius,32,-28.8166235,36.5748441,14.54998778,16.54957,1.2904527,36.5748441,65.3914676,1,6,sex,4
Aphelinidae,Eretmocerus,silvestrii,1,26.5450001,26.5450001,26.5450001,26.5450001,26.5450001,26.5450001,0.001,0,0,sex,1
Aphelinidae,Eretmocerus,siphonini,2,26.2540493,42.6384261,34.4462377,34.4462377,26.2540493,42.6384261,16.3843768,1,2,sex,2
Aphelinidae,Eretmocerus,staufferi,3,31.8160381,36.7014631,34.30428107,34.395342,31.8160381,36.7014631,4.885425,1,4,asex,4
Aphelinidae,Eretmocerus,tejanus,3,14.6113732,31.8160381,21.9533374,19.4326009,14.6113732,31.8160381,17.2046649,1,3,sex,5
Aphelinidae,Eretmocerus,trialeurodis,2,10.9094334,32.9407496,21.9250915,21.9250915,10.9094334,32.9407496,22.0313162,1,1,sex,3
Aphelinidae,Eretmocerus,warrae,5,-36.5986095,-21.9182855,-29.23150904,-30.5343664,21.9182855,36.5986095,14.680324,1,1,asex,1
Aphelinidae,Eretmocerus,zippanguiphagus,2,59.6749712,63.2467777,61.46087445,61.46087445,59.6749712,63.2467777,3.5718065,1,2,sex,1
Aphelinidae,Paraphytis,acutaspidis,1,-22.2752761,-22.2752761,-22.2752761,-22.2752761,22.2752761,22.2752761,0.001,1,1,asex,2
Aphelinidae,Paraphytis,angustus,2,23.9739374,35.000074,29.4870057,29.4870057,23.9739374,35.000074,11.0261366,1,1,sex,2
Aphelinidae,Paraphytis,anomalus,2,-22.2752761,-18.5264843,-20.4008802,-20.4008802,18.5264843,22.2752761,3.7487918,1,1,asex,2
Aphelinidae,Paraphytis,benassyi,1,-9.7354343,-9.7354343,-9.7354343,-9.7354343,9.7354343,9.7354343,0.001,1,1,sex,2
Aphelinidae,Paraphytis,breviclavatus,1,26.5450001,26.5450001,26.5450001,26.5450001,26.5450001,26.5450001,0.001,0,0,sex,2
Aphelinidae,Paraphytis,capillatus,3,-31.8759834,-21.9182855,-26.3415231,-25.2303004,21.9182855,31.8759834,9.9576979,1,5,sex,14
Aphelinidae,Paraphytis,cochereaui,1,-21.3019904,-21.3019904,-21.3019904,-21.3019904,21.3019904,21.3019904,0.001,1,3,sex,4
Aphelinidae,Paraphytis,costalimai,5,-34.9964962,-18.5264843,-24.2139661,-22.2752761,18.5264843,34.9964962,16.4700119,1,4,sex,9
Aphelinidae,Paraphytis,densiciliatus,1,26.5450001,26.5450001,26.5450001,26.5450001,26.5450001,26.5450001,0.001,0,0,sex,2
Aphelinidae,Paraphytis,fabresi,1,-21.3019904,-21.3019904,-21.3019904,-21.3019904,21.3019904,21.3019904,0.001,0,0,sex,2
Aphelinidae,Paraphytis,haywardi,2,-34.9964962,-32.8755547,-33.93602545,-33.93602545,32.8755547,34.9964962,2.1209415,1,1,asex,3
Aphelinidae,Paraphytis,hyalinipennis,1,-21.3019904,-21.3019904,-21.3019904,-21.3019904,21.3019904,21.3019904,0.001,1,1,sex,2
Aphelinidae,Paraphytis,maculatipennis,1,19.1399952,19.1399952,19.1399952,19.1399952,19.1399952,19.1399952,0.001,2,3,sex,3
Aphelinidae,Paraphytis,obscurus,1,-34.1826052,-34.1826052,-34.1826052,-34.1826052,34.1826052,34.1826052,0.001,1,2,sex,2
Aphelinidae,Paraphytis,peculiaris,2,25.6440845,28.6517178,27.14790115,27.14790115,25.6440845,28.6517178,3.0076333,1,2,sex,6
Aphelinidae,Paraphytis,perplexus,1,-22.2752761,-22.2752761,-22.2752761,-22.2752761,22.2752761,22.2752761,0.001,1,1,sex,2
Aphelinidae,Paraphytis,transversus,2,10.3529588,26.5450001,18.44897945,18.44897945,10.3529588,26.5450001,16.1920413,0,0,sex,2
Aphelinidae,Paraphytis,vittatus,1,35.000074,35.000074,35.000074,35.000074,35.000074,35.000074,0.001,1,2,sex,2
Aphelinidae,Paraphytis,wallumbillae,1,-21.9182855,-21.9182855,-21.9182855,-21.9182855,21.9182855,21.9182855,0.001,0,0,sex,5
Aphelinidae,Pteroptrix,abnormis,1,-22.5037497,-22.5037497,-22.5037497,-22.5037497,22.5037497,22.5037497,0.001,0,0,sex,3
Aphelinidae,Pteroptrix,addenda,1,-21.9182855,-21.9182855,-21.9182855,-21.9182855,21.9182855,21.9182855,0.001,0,0,sex,4
Aphelinidae,Pteroptrix,aegyptica,1,26.2540493,26.2540493,26.2540493,26.2540493,26.2540493,26.2540493,0.001,1,1,sex,1
Aphelinidae,Pteroptrix,aethiopica,3,-28.8166235,55.9257332,1.53512,-22.5037497,22.5037497,55.9257332,84.7423567,1,2,sex,5
Aphelinidae,Pteroptrix,albifemur,8,-21.9182855,40.6965903,14.77886526,18.649592,1.3397667,40.6965903,62.6148758,1,2,sex,11
Aphelinidae,Pteroptrix,albocincta,2,22.2793278,26.5450001,24.41216395,24.41216395,22.2793278,26.5450001,4.2656723,1,1,sex,8
Aphelinidae,Pteroptrix,aprica,1,-28.8166235,-28.8166235,-28.8166235,-28.8166235,28.8166235,28.8166235,0.001,0,0,sex,2
Aphelinidae,Pteroptrix,arabica,2,25.6242618,26.2540493,25.93915555,25.93915555,25.6242618,26.2540493,0.6297875,1,1,sex,3
Aphelinidae,Pteroptrix,aspidiotiphagoidea,1,-21.9182855,-21.9182855,-21.9182855,-21.9182855,21.9182855,21.9182855,0.001,0,0,sex,3
Aphelinidae,Pteroptrix,aster,1,27.1303344,27.1303344,27.1303344,27.1303344,27.1303344,27.1303344,0.001,0,0,sex,1
Aphelinidae,Pteroptrix,bicolor,28,-34.9964962,63.67556245,37.27358311,41.5554555,6.3472901,63.67556245,98.67205865,1,35,sex,17
Aphelinidae,Pteroptrix,biguttata,1,-31.8759834,-31.8759834,-31.8759834,-31.8759834,31.8759834,31.8759834,0.001,0,0,sex,4
Aphelinidae,Pteroptrix,bisetae,2,19.2000001,32.41875,25.80937505,25.80937505,19.2000001,32.41875,13.2187499,1,1,sex,2
Aphelinidae,Pteroptrix,bouceki,1,42.6384261,42.6384261,42.6384261,42.6384261,42.6384261,42.6384261,0.001,0,0,sex,1
Aphelinidae,Pteroptrix,calva,2,23.1357694,26.5450001,24.84038475,24.84038475,23.1357694,26.5450001,3.4092307,1,3,sex,3
Aphelinidae,Pteroptrix,cavana,1,-28.8166235,-28.8166235,-28.8166235,-28.8166235,28.8166235,28.8166235,0.001,0,0,sex,2
Aphelinidae,Pteroptrix,chinensis,12,21.2160437,64.6863136,33.60146098,33.2332032,21.2160437,64.6863136,43.4702699,2,27,sex,9
Aphelinidae,Pteroptrix,coloba,1,-28.8166235,-28.8166235,-28.8166235,-28.8166235,28.8166235,28.8166235,0.001,0,0,sex,2
Aphelinidae,Pteroptrix,conifuniculata,2,23.1357694,26.5450001,24.84038475,24.84038475,23.1357694,26.5450001,3.4092307,1,1,sex,3
Aphelinidae,Pteroptrix,deserta,1,-22.5037497,-22.5037497,-22.5037497,-22.5037497,22.5037497,22.5037497,0.001,0,0,sex,2
Aphelinidae,Pteroptrix,dimidiata,19,-34.9964962,52.7954791,41.32475179,46.603354,33.8439408,52.7954791,87.7919753,4,23,sex,14
Aphelinidae,Pteroptrix,dubia,1,-24.7761085,-24.7761085,-24.7761085,-24.7761085,24.7761085,24.7761085,0.001,1,1,sex,2
Aphelinidae,Pteroptrix,fidalgoi,1,-34.9964962,-34.9964962,-34.9964962,-34.9964962,34.9964962,34.9964962,0.001,0,0,sex,1
Aphelinidae,Pteroptrix,flagellata,1,26.5450001,26.5450001,26.5450001,26.5450001,26.5450001,26.5450001,0.001,0,0,sex,1
Aphelinidae,Pteroptrix,gonzalezi,1,19.4326009,19.4326009,19.4326009,19.4326009,19.4326009,19.4326009,0.001,0,0,sex,2
Aphelinidae,Pteroptrix,heracliti,1,-21.9182855,-21.9182855,-21.9182855,-21.9182855,21.9182855,21.9182855,0.001,0,0,sex,1
Aphelinidae,Pteroptrix,howardi,2,18.2017809,19.1399952,18.67088805,18.67088805,18.2017809,19.1399952,0.9382143,1,2,sex,3
Aphelinidae,Pteroptrix,incola,1,-28.8166235,-28.8166235,-28.8166235,-28.8166235,28.8166235,28.8166235,0.001,0,0,sex,3
Aphelinidae,Pteroptrix,japonica,4,23.1357694,37.5540282,30.95241045,31.5599221,23.1357694,37.5540282,14.4182588,1,1,sex,3
Aphelinidae,Pteroptrix,kamatai,1,36.5748441,36.5748441,36.5748441,36.5748441,36.5748441,36.5748441,0.001,1,1,sex,1
Aphelinidae,Pteroptrix,koebelei,2,22.2793278,22.3511148,22.3152213,22.3152213,22.2793278,22.3511148,0.071787,1,3,sex,3
Aphelinidae,Pteroptrix,lauri,13,23.1357694,64.6863136,42.32350974,41.6809707,23.1357694,64.6863136,41.5505442,1,24,sex,5
Aphelinidae,Pteroptrix,leptocera,1,26.5450001,26.5450001,26.5450001,26.5450001,26.5450001,26.5450001,0.001,0,0,sex,2
Aphelinidae,Pteroptrix,longiclava,17,29.0000001,59.9393657,45.24665399,47.2000338,27.1303344,59.9393657,30.9393656,1,16,sex,12
Aphelinidae,Pteroptrix,longiclavata,1,27.1303344,27.1303344,27.1303344,27.1303344,27.1303344,27.1303344,0.001,1,1,sex,2
Aphelinidae,Pteroptrix,longicornis,1,26.5450001,26.5450001,26.5450001,26.5450001,26.5450001,26.5450001,0.001,0,0,sex,1
Aphelinidae,Pteroptrix,luzonica,1,12.7503486,12.7503486,12.7503486,12.7503486,12.7503486,12.7503486,0.001,1,1,sex,2
Aphelinidae,Pteroptrix,machiaveli,1,-21.9182855,-21.9182855,-21.9182855,-21.9182855,21.9182855,21.9182855,0.001,0,0,sex,2
Aphelinidae,Pteroptrix,macropedicellata,3,40.3936294,49.8167003,46.31716063,48.7411522,40.3936294,49.8167003,9.4230709,1,1,sex,3
Aphelinidae,Pteroptrix,maritima,5,40.7696272,49.4871968,45.03179084,45.0819456,40.7696272,49.4871968,8.7175696,2,16,sex,7
Aphelinidae,Pteroptrix,matpada,1,20.5431241,20.5431241,20.5431241,20.5431241,20.5431241,20.5431241,0.001,0,0,sex,1
Aphelinidae,Pteroptrix,maura,1,31.1728192,31.1728192,31.1728192,31.1728192,31.1728192,31.1728192,0.001,1,1,sex,1
Aphelinidae,Pteroptrix,mexicana,1,19.4326009,19.4326009,19.4326009,19.4326009,19.4326009,19.4326009,0.001,0,0,sex,2
Aphelinidae,Pteroptrix,nigra,1,-21.9182855,-21.9182855,-21.9182855,-21.9182855,21.9182855,21.9182855,0.001,0,0,sex,3
Aphelinidae,Pteroptrix,nudicella,1,26.5450001,26.5450001,26.5450001,26.5450001,26.5450001,26.5450001,0.001,0,0,sex,2
Aphelinidae,Pteroptrix,opaca,6,41.6809707,49.8167003,46.00737012,46.5834857,41.6809707,49.8167003,8.1357296,2,7,sex,8
Aphelinidae,Pteroptrix,ordinis,1,-28.8166235,-28.8166235,-28.8166235,-28.8166235,28.8166235,28.8166235,0.001,0,0,sex,2
Aphelinidae,Pteroptrix,orientalis,5,19.0974031,42.6384261,32.48194032,36.5748441,19.0974031,42.6384261,23.541023,1,3,sex,4
Aphelinidae,Pteroptrix,parvipennis,5,-18.1239695,23.1357694,0.3888871,0.8875498,0.8875498,23.1357694,41.2597389,1,5,sex,4
Aphelinidae,Pteroptrix,patriciae,1,-28.8166235,-28.8166235,-28.8166235,-28.8166235,28.8166235,28.8166235,0.001,0,0,sex,3
Aphelinidae,Pteroptrix,perata,1,-22.5037497,-22.5037497,-22.5037497,-22.5037497,22.5037497,22.5037497,0.001,1,1,sex,2
Aphelinidae,Pteroptrix,perkinsi,1,21.2160437,21.2160437,21.2160437,21.2160437,21.2160437,21.2160437,0.001,1,2,sex,3
Aphelinidae,Pteroptrix,plana,3,26.5450001,41.6809707,34.93360497,36.5748441,26.5450001,41.6809707,15.1359706,1,1,sex,4
Aphelinidae,Pteroptrix,processa,2,26.5450001,33.0000001,29.7725001,29.7725001,26.5450001,33.0000001,6.455,1,1,sex,4
Aphelinidae,Pteroptrix,prolata,1,-28.8166235,-28.8166235,-28.8166235,-28.8166235,28.8166235,28.8166235,0.001,1,1,sex,2
Aphelinidae,Pteroptrix,rolaspidis,1,-28.8166235,-28.8166235,-28.8166235,-28.8166235,28.8166235,28.8166235,0.001,1,2,sex,2
Aphelinidae,Pteroptrix,rupina,1,-28.8166235,-28.8166235,-28.8166235,-28.8166235,28.8166235,28.8166235,0.001,0,0,sex,2
Aphelinidae,Pteroptrix,serrata,1,-28.8166235,-28.8166235,-28.8166235,-28.8166235,28.8166235,28.8166235,0.001,1,2,sex,2
Aphelinidae,Pteroptrix,silvestrii,1,-24.7761085,-24.7761085,-24.7761085,-24.7761085,24.7761085,24.7761085,0.001,1,1,asex,2
Aphelinidae,Pteroptrix,sinica,1,26.5450001,26.5450001,26.5450001,26.5450001,26.5450001,26.5450001,0.001,0,0,sex,5
Aphelinidae,Pteroptrix,smithi,9,12.7503486,42.6384261,26.92306912,26.2540493,12.7503486,42.6384261,29.8880775,1,5,sex,6
Aphelinidae,Pteroptrix,sparsiciliata,1,26.5450001,26.5450001,26.5450001,26.5450001,26.5450001,26.5450001,0.001,0,0,sex,5
Aphelinidae,Pteroptrix,stenoptera,1,26.5450001,26.5450001,26.5450001,26.5450001,26.5450001,26.5450001,0.001,0,0,sex,2
Aphelinidae,Pteroptrix,sunae,1,33.0000001,33.0000001,33.0000001,33.0000001,33.0000001,33.0000001,0.001,1,1,sex,4
Aphelinidae,Pteroptrix,tertia,1,30.3308401,30.3308401,30.3308401,30.3308401,30.3308401,30.3308401,0.001,1,1,sex,3
Aphelinidae,Pteroptrix,unica,2,-28.8166235,-22.5037497,-25.6601866,-25.6601866,22.5037497,28.8166235,6.3128738,0,0,sex,2
Aphelinidae,Pteroptrix,variicolor,1,26.5450001,26.5450001,26.5450001,26.5450001,26.5450001,26.5450001,0.001,0,0,sex,1
Aphelinidae,Pteroptrix,vasta,1,-22.5037497,-22.5037497,-22.5037497,-22.5037497,22.5037497,22.5037497,0.001,1,2,sex,2
Aphelinidae,Pteroptrix,wanhsiensis,4,35.000074,49.7219665,41.6263623,40.89170435,35.000074,49.7219665,14.7218925,1,4,sex,3
Aphelinidae,Pteroptrix,xanthothoracalis,1,26.5450001,26.5450001,26.5450001,26.5450001,26.5450001,26.5450001,0.001,1,1,sex,4
Aphelinidae,Pteroptrix,zoza,1,27.1303344,27.1303344,27.1303344,27.1303344,27.1303344,27.1303344,0.001,0,0,sex,1
Chalcididae,Brachymeria,acarinatus,1,-2.9814343,-2.9814343,-2.9814343,-2.9814343,2.9814343,2.9814343,0.001,0,0,sex,2
Chalcididae,Brachymeria,achterbergi,1,5.595237,5.595237,5.595237,5.595237,5.595237,5.595237,0.001,0,0,sex,1
Chalcididae,Brachymeria,aculeata,1,-4.7493932,-4.7493932,-4.7493932,-4.7493932,4.7493932,4.7493932,0.001,0,0,sex,4
Chalcididae,Brachymeria,acuticarinalis,1,25,25,25,25,25,25,0.001,0,0,sex,1
Chalcididae,Brachymeria,aeca,8,27.7567667,55,41.86661409,41.06161235,27.7567667,55,27.2432333,2,4,sex,2
Chalcididae,Brachymeria,aegyptiaca,4,26.2540493,34.9823018,31.3019894,31.98580325,26.2540493,34.9823018,8.7282525,2,3,sex,2
Chalcididae,Brachymeria,africa,1,8.3676771,8.3676771,8.3676771,8.3676771,8.3676771,8.3676771,0.001,0,0,sex,1
Chalcididae,Brachymeria,agonoxenae,2,-14.30063085,21.2160437,3.457706425,3.457706425,14.30063085,21.2160437,35.51667455,1,1,sex,1
Chalcididae,Brachymeria,alba,1,30.3308401,30.3308401,30.3308401,30.3308401,30.3308401,30.3308401,0.001,0,0,sex,3
Chalcididae,Brachymeria,alberti,1,-2.9814343,-2.9814343,-2.9814343,-2.9814343,2.9814343,2.9814343,0.001,0,0,sex,2
Chalcididae,Brachymeria,albicrus,9,-5.6816068,30.8760272,17.76882503,20.5431241,5.6816068,30.8760272,36.557634,4,8,sex,18
Chalcididae,Brachymeria,albipes,1,-18.9249603,-18.9249603,-18.9249603,-18.9249603,18.9249603,18.9249603,0.001,0,0,sex,1
Chalcididae,Brachymeria,albisquama,1,4.6125522,4.6125522,4.6125522,4.6125522,4.6125522,4.6125522,0.001,1,1,sex,2
Chalcididae,Brachymeria,albitegula,1,-21.9182855,-21.9182855,-21.9182855,-21.9182855,21.9182855,21.9182855,0.001,0,0,sex,2
Chalcididae,Brachymeria,albotibialis,6,-5.6816068,27.1303344,12.83072345,13.10023715,5.5600565,27.1303344,32.8119412,4,5,sex,7
Chalcididae,Brachymeria,aligherei,1,-21.9182855,-21.9182855,-21.9182855,-21.9182855,21.9182855,21.9182855,0.001,0,0,sex,2
Chalcididae,Brachymeria,alternipes,4,10.9094334,28.3641989,21.56846048,23.5001048,10.9094334,28.3641989,17.4547655,2,2,sex,3
Chalcididae,Brachymeria,ambonensis,1,-3.1188369,-3.1188369,-3.1188369,-3.1188369,3.1188369,3.1188369,0.001,0,0,sex,1
Chalcididae,Brachymeria,ancilla,1,26.2540493,26.2540493,26.2540493,26.2540493,26.2540493,26.2540493,0.001,0,0,sex,1
Chalcididae,Brachymeria,angusta,2,-21.9182855,-4.9999999,-13.4591427,-13.4591427,4.9999999,21.9182855,16.9182856,2,2,sex,2
Chalcididae,Brachymeria,annulata,17,-34.9964962,52.2368295,8.056355035,8.3096067,2.893108,52.2368295,87.2333257,6,13,sex,14
Chalcididae,Brachymeria,anselmi,3,-21.9182855,-3.1188369,-10.2395764,-5.6816068,3.1188369,21.9182855,18.7994486,1,1,sex,7
Chalcididae,Brachymeria,apicalis,1,27.1303344,27.1303344,27.1303344,27.1303344,27.1303344,27.1303344,0.001,0,0,sex,1
Chalcididae,Brachymeria,apicicornis,3,-6.3472901,10.3529588,2.132763733,2.3926225,2.3926225,10.3529588,16.7002489,1,1,sex,3
Chalcididae,Brachymeria,argenteopilosa,2,26.2540493,32.9407496,29.59739945,29.59739945,26.2540493,32.9407496,6.6867003,0,0,sex,3
Chalcididae,Brachymeria,atricorpus,3,-31.8759834,-21.9182855,-26.3415231,-25.2303004,21.9182855,31.8759834,9.9576979,0,0,sex,2
Chalcididae,Brachymeria,atridens,1,27.1303344,27.1303344,27.1303344,27.1303344,27.1303344,27.1303344,0.001,0,0,sex,3
Chalcididae,Brachymeria,atteviae,7,2.3923759,27.1303344,15.84026627,14.5203896,2.3923759,27.1303344,24.7379585,4,6,sex,6
Chalcididae,Brachymeria,aurea,4,-21.9182855,12.7503486,3.023613825,10.6311961,10.3529588,21.9182855,34.6686341,1,3,sex,7
Chalcididae,Brachymeria,australiensis,1,-31.8759834,-31.8759834,-31.8759834,-31.8759834,31.8759834,31.8759834,0.001,0,0,sex,2
Chalcididae,Brachymeria,banksi,2,10.3529588,12.7503486,11.5516537,11.5516537,10.3529588,12.7503486,2.3973898,0,0,sex,7
Chalcididae,Brachymeria,bauhiniae,1,14.4750607,14.4750607,14.4750607,14.4750607,14.4750607,14.4750607,0.001,1,1,sex,2
Chalcididae,Brachymeria,bayoni,1,1.4419683,1.4419683,1.4419683,1.4419683,1.4419683,1.4419683,0.001,0,0,sex,1
Chalcididae,Brachymeria,beijingensis,1,39.9059631,39.9059631,39.9059631,39.9059631,39.9059631,39.9059631,0.001,0,0,sex,1
Chalcididae,Brachymeria,bengalensis,6,22.9964948,36.5748441,28.09522548,26.97045605,22.9964948,36.5748441,13.5783493,1,1,sex,13
Chalcididae,Brachymeria,bicolor,1,-23.3165934,-23.3165934,-23.3165934,-23.3165934,30.3308401,23.3165934,0.001,0,0,sex,3
Chalcididae,Brachymeria,bicolorata,1,30.3308401,30.3308401,30.3308401,30.3308401,30.3308401,30.3308401,0.001,1,1,sex,2
Chalcididae,Brachymeria,bilobata,1,22.3511148,22.3511148,22.3511148,22.3511148,22.3511148,22.3511148,0.001,0,0,sex,2
Chalcididae,Brachymeria,boranensis,2,-28.8166235,10.2116702,-9.30247665,-9.30247665,10.2116702,28.8166235,39.0282937,1,3,sex,1
Chalcididae,Brachymeria,borealis,3,-21.9182855,-5.6816068,-15.81716743,-19.85161,5.6816068,21.9182855,16.2366787,1,1,sex,11
Chalcididae,Brachymeria,bottegi,3,-18.4554962,10.2116702,-2.2672859,1.4419683,1.4419683,18.4554962,28.6671664,2,2,sex,1
Chalcididae,Brachymeria,bouceki,1,-5.6816068,-5.6816068,-5.6816068,-5.6816068,5.6816068,5.6816068,0.001,1,1,sex,2
Chalcididae,Brachymeria,brisbanensis,1,-21.9182855,-21.9182855,-21.9182855,-21.9182855,21.9182855,21.9182855,0.001,0,0,sex,4
Chalcididae,Brachymeria,browningi,2,-31.8759834,-19.85161,-25.8637967,-25.8637967,19.85161,31.8759834,12.0243734,0,0,sex,2
Chalcididae,Brachymeria,brunneipennis,1,-2.9814343,-2.9814343,-2.9814343,-2.9814343,2.9814343,2.9814343,0.001,0,0,sex,2
Chalcididae,Brachymeria,burksi,1,22.9964948,22.9964948,22.9964948,22.9964948,22.9964948,22.9964948,0.001,1,1,sex,2
Chalcididae,Brachymeria,butae,1,-2.9814343,-2.9814343,-2.9814343,-2.9814343,2.9814343,2.9814343,0.001,0,0,sex,4
Chalcididae,Brachymeria,cabira,2,-1.3397667,40.6965903,19.6784118,19.6784118,1.3397667,40.6965903,42.036357,0,0,sex,5
Chalcididae,Brachymeria,cactoblastidis,1,-34.9964962,-34.9964962,-34.9964962,-34.9964962,34.9964962,34.9964962,0.001,1,1,sex,2
Chalcididae,Brachymeria,caesar,1,-21.9182855,-21.9182855,-21.9182855,-21.9182855,21.9182855,21.9182855,0.001,0,0,sex,2
Chalcididae,Brachymeria,cailliaudi,1,-21.3019904,-21.3019904,-21.3019904,-21.3019904,21.3019904,21.3019904,0.001,0,0,sex,2
Chalcididae,Brachymeria,carbonaria,1,-6.3472901,-6.3472901,-6.3472901,-6.3472901,6.3472901,6.3472901,0.001,1,1,sex,3
Chalcididae,Brachymeria,carinata,8,-33.5991294,28.6517178,7.808919813,11.829891,5.595237,33.5991294,62.2508472,1,3,sex,7
Chalcididae,Brachymeria,carinatifrons,4,-21.9549805,31.8160381,9.32388235,13.7172359,8.0018709,31.8160381,53.7710186,4,8,sex,2
Chalcididae,Brachymeria,caudigera,1,-15.9321904,-15.9321904,-15.9321904,-15.9321904,15.9321904,15.9321904,0.001,0,0,sex,1
Chalcididae,Brachymeria,ceratoniae,1,32.9407496,32.9407496,32.9407496,32.9407496,32.9407496,32.9407496,0.001,1,1,sex,1
Chalcididae,Brachymeria,citrea,2,12.0753083,14.4750607,13.2751845,13.2751845,12.0753083,14.4750607,2.3997524,1,1,sex,2
Chalcididae,Brachymeria,clavigera,1,-3.3634356,-3.3634356,-3.3634356,-3.3634356,3.3634356,3.3634356,0.001,0,0,sex,2
Chalcididae,Brachymeria,columbiana,5,27.7567667,38.8949549,34.06365962,35.6729639,27.7567667,38.8949549,11.1381882,1,1,sex,8
Chalcididae,Brachymeria,compacta,1,19.4326009,19.4326009,19.4326009,19.4326009,19.4326009,19.4326009,0.001,0,0,sex,2
Chalcididae,Brachymeria,compestris,1,27.1303344,27.1303344,27.1303344,27.1303344,27.1303344,27.1303344,0.001,1,2,sex,2
Chalcididae,Brachymeria,compsilurae,23,27.7567667,55.0000001,42.54570801,42.3788774,27.7567667,55.0000001,27.2432334,9,38,sex,3
Chalcididae,Brachymeria,confalonierii,1,26.8234472,26.8234472,26.8234472,26.8234472,26.8234472,26.8234472,0.001,0,0,sex,6
Chalcididae,Brachymeria,corneillei,1,-21.9182855,-21.9182855,-21.9182855,-21.9182855,21.9182855,21.9182855,0.001,0,0,sex,6
Chalcididae,Brachymeria,cosmophilae,1,-21.9182855,-21.9182855,-21.9182855,-21.9182855,21.9182855,21.9182855,0.001,1,1,sex,2
